Postcode,Response,Error
1445,"[{""id"": 6881, ""description"": ""ROSEBERY NSW 1445""}]",
1450,"[{""id"": 9165, ""description"": ""CAMPERDOWN NSW 1450""}]",
1455,"[{""id"": 11421, ""description"": ""BOTANY NSW 1455""}]",
1460,"[{""id"": 2108, ""description"": ""MASCOT NSW 1460""}]",
1465,"[{""id"": 14007, ""description"": ""KENSINGTON NSW 1465""}]",
1466,"[{""id"": 4753, ""description"": ""UNSW SYDNEY NSW 1466""}]",
1470,"[{""id"": 15126, ""description"": ""DRUMMOYNE NSW 1470""}]",
1475,"[{""id"": 2324, ""description"": ""MARRICKVILLE NSW 1475""}]",
1476,[],
1480,"[{""id"": 14385, ""description"": ""KINGSGROVE NSW 1480""}]",
1481,"[{""id"": 12574, ""description"": ""HURSTVILLE BC NSW 1481""}]",
1484,[],
1485,"[{""id"": 14271, ""description"": ""KOGARAH NSW 1485""}]",
1490,"[{""id"": 3872, ""description"": ""MIRANDA NSW 1490""}]",
1493,[],
1495,"[{""id"": 8478, ""description"": ""CARINGBAH NSW 1495""}]",
1499,"[{""id"": 7880, ""description"": ""SUTHERLAND NSW 1499""}]",
1515,"[{""id"": 4494, ""description"": ""WEST CHATSWOOD NSW 1515""}]",
1560,"[{""id"": 150, ""description"": ""NORTHBRIDGE NSW 1560""}]",
1565,"[{""id"": 3800, ""description"": ""MILSONS POINT NSW 1565""}]",
1570,"[{""id"": 11161, ""description"": ""ARTARMON NSW 1570""}]",
1585,"[{""id"": 9358, ""description"": ""CROWS NEST NSW 1585""}]",
1590,"[{""id"": 6486, ""description"": ""ST LEONARDS NSW 1590""}]",
1595,"[{""id"": 13545, ""description"": ""LANE COVE NSW 1595""}]",
1597,[],
1602,[],
1630,"[{""id"": 13316, ""description"": ""HORNSBY NSW 1630""}]",
1635,"[{""id"": 13319, ""description"": ""HORNSBY WESTFIELD NSW 1635""}]",
1639,[],
1640,"[{""id"": 16088, ""description"": ""FRENCHS FOREST NSW 1640""}]",
1655,"[{""id"": 2960, ""description"": ""MANLY NSW 1655""}]",
1658,[],
1660,"[{""id"": 3687, ""description"": ""MONA VALE NSW 1660""}]",
1670,"[{""id"": 168, ""description"": ""NORTH RYDE NSW 1670""}, {""id"": 170, ""description"": ""NORTH RYDE BC NSW 1670""}]",
1675,"[{""id"": 16341, ""description"": ""GLADESVILLE NSW 1675""}]",
1680,"[{""id"": 6840, ""description"": ""RYDE NSW 1680""}]",
1685,"[{""id"": 5871, ""description"": ""WEST RYDE NSW 1685""}]",
1700,"[{""id"": 14593, ""description"": ""ERMINGTON NSW 1700""}]",
1710,"[{""id"": 14520, ""description"": ""EPPING NSW 1710""}]",
1715,"[{""id"": 1600, ""description"": ""PENNANT HILLS NSW 1715""}]",
1730,"[{""id"": 7092, ""description"": ""SEVEN HILLS NSW 1730""}]",
1740,[],
1741,[],
1750,"[{""id"": 868, ""description"": ""NORTH PARRAMATTA NSW 1750""}]",
1755,"[{""id"": 10817, ""description"": ""BAULKHAM HILLS NSW 1755""}]",
1765,"[{""id"": 8389, ""description"": ""CASTLE HILL NSW 1765""}]",
1771,[],
1781,[],
1790,"[{""id"": 6493, ""description"": ""ST MARYS NSW 1790""}]",
1800,"[{""id"": 11158, ""description"": ""ASHFIELD NSW 1800""}]",
1805,"[{""id"": 9249, ""description"": ""BURWOOD NSW 1805""}]",
1811,[],
1819,[],
1825,"[{""id"": 13732, ""description"": ""LIDCOMBE NSW 1825""}]",
1830,[],
1831,[],
1835,"[{""id"": 11226, ""description"": ""AUBURN NSW 1835""}]",
1851,"[{""id"": 95104, ""description"": ""WETHERILL PARK NSW 1851""}]",
1860,"[{""id"": 14981, ""description"": ""FAIRFIELD NSW 1860""}]",
1871,"[{""id"": 2731, ""description"": ""LIVERPOOL NSW 1871""}]",
1875,"[{""id"": 4117, ""description"": ""MOOREBANK NSW 1875""}]",
1885,"[{""id"": 10414, ""description"": ""BANKSTOWN NSW 1885""}]",
1888,[],
1890,"[{""id"": 12625, ""description"": ""INGLEBURN NSW 1890""}]",
1891,[],
2000,"[{""id"": 10473, ""description"": ""BARANGAROO NSW 2000""}, {""id"": 9588, ""description"": ""DAWES POINT NSW 2000""}, {""id"": 12965, ""description"": ""HAYMARKET NSW 2000""}, {""id"": 2411, ""description"": ""MILLERS POINT NSW 2000""}, {""id"": 1713, ""description"": ""PARLIAMENT HOUSE NSW 2000""}, {""id"": 8162, ""description"": ""SYDNEY NSW 2000""}, {""id"": 8170, ""description"": ""SYDNEY SOUTH NSW 2000""}, {""id"": 7308, ""description"": ""THE ROCKS NSW 2000""}]",
2001,"[{""id"": 8163, ""description"": ""SYDNEY NSW 2001""}]",
2002,"[{""id"": 5304, ""description"": ""WORLD SQUARE NSW 2002""}]",
2004,"[{""id"": 15383, ""description"": ""EASTERN SUBURBS MC NSW 2004""}]",
2006,"[{""id"": 7347, ""description"": ""THE UNIVERSITY OF SYDNEY NSW 2006""}]",
2007,"[{""id"": 11855, ""description"": ""BROADWAY NSW 2007""}, {""id"": 4686, ""description"": ""ULTIMO NSW 2007""}]",
2008,"[{""id"": 8544, ""description"": ""CHIPPENDALE NSW 2008""}, {""id"": 9792, ""description"": ""DARLINGTON NSW 2008""}]",
2009,"[{""id"": 1252, ""description"": ""PYRMONT NSW 2009""}]",
2010,"[{""id"": 9791, ""description"": ""DARLINGHURST NSW 2010""}, {""id"": 7876, ""description"": ""SURRY HILLS NSW 2010""}]",
2011,"[{""id"": 14719, ""description"": ""ELIZABETH BAY NSW 2011""}, {""id"": 1210, ""description"": ""POTTS POINT NSW 2011""}, {""id"": 6756, ""description"": ""RUSHCUTTERS BAY NSW 2011""}, {""id"": 5368, ""description"": ""WOOLLOOMOOLOO NSW 2011""}]",
2012,"[{""id"": 7959, ""description"": ""STRAWBERRY HILLS NSW 2012""}]",
2013,[],
2015,"[{""id"": 10996, ""description"": ""ALEXANDRIA NSW 2015""}, {""id"": 10735, ""description"": ""BEACONSFIELD NSW 2015""}, {""id"": 14886, ""description"": ""EVELEIGH NSW 2015""}]",
2016,"[{""id"": 1453, ""description"": ""REDFERN NSW 2016""}]",
2017,"[{""id"": 4582, ""description"": ""WATERLOO NSW 2017""}, {""id"": 4589, ""description"": ""WATERLOO DC NSW 2017""}, {""id"": 5523, ""description"": ""ZETLAND NSW 2017""}]",
2018,"[{""id"": 15386, ""description"": ""EASTLAKES NSW 2018""}, {""id"": 6882, ""description"": ""ROSEBERY NSW 2018""}]",
2019,"[{""id"": 10413, ""description"": ""BANKSMEADOW NSW 2019""}, {""id"": 11422, ""description"": ""BOTANY NSW 2019""}]",
2020,"[{""id"": 2109, ""description"": ""MASCOT NSW 2020""}, {""id"": 8164, ""description"": ""SYDNEY DOMESTIC AIRPORT NSW 2020""}, {""id"": 8166, ""description"": ""SYDNEY INTERNATIONAL AIRPORT NSW 2020""}]",
2021,"[{""id"": 8717, ""description"": ""CENTENNIAL PARK NSW 2021""}, {""id"": 4114, ""description"": ""MOORE PARK NSW 2021""}, {""id"": 301, ""description"": ""PADDINGTON NSW 2021""}]",
2022,"[{""id"": 12238, ""description"": ""BONDI JUNCTION NSW 2022""}, {""id"": 1084, ""description"": ""QUEENS PARK NSW 2022""}]",
2023,"[{""id"": 10700, ""description"": ""BELLEVUE HILL NSW 2023""}]",
2024,"[{""id"": 11687, ""description"": ""BRONTE NSW 2024""}, {""id"": 4647, ""description"": ""WAVERLEY NSW 2024""}]",
2025,"[{""id"": 5335, ""description"": ""WOOLLAHRA NSW 2025""}]",
2026,"[{""id"": 12234, ""description"": ""BONDI NSW 2026""}, {""id"": 12235, ""description"": ""BONDI BEACH NSW 2026""}, {""id"": 839, ""description"": ""NORTH BONDI NSW 2026""}, {""id"": 8057, ""description"": ""TAMARAMA NSW 2026""}]",
2027,"[{""id"": 9788, ""description"": ""DARLING POINT NSW 2027""}, {""id"": 15007, ""description"": ""EDGECLIFF NSW 2027""}, {""id"": 13232, ""description"": ""HMAS RUSHCUTTERS NSW 2027""}, {""id"": 1855, ""description"": ""POINT PIPER NSW 2027""}]",
2028,"[{""id"": 15063, ""description"": ""DOUBLE BAY NSW 2028""}]",
2029,"[{""id"": 6869, ""description"": ""ROSE BAY NSW 2029""}]",
2030,"[{""id"": 15015, ""description"": ""DOVER HEIGHTS NSW 2030""}, {""id"": 13234, ""description"": ""HMAS WATSON NSW 2030""}, {""id"": 6872, ""description"": ""ROSE BAY NORTH NSW 2030""}, {""id"": 5116, ""description"": ""VAUCLUSE NSW 2030""}, {""id"": 4537, ""description"": ""WATSONS BAY NSW 2030""}]",
2031,"[{""id"": 9979, ""description"": ""CLOVELLY NSW 2031""}, {""id"": 9981, ""description"": ""CLOVELLY WEST NSW 2031""}, {""id"": 1142, ""description"": ""RANDWICK NSW 2031""}, {""id"": 1143, ""description"": ""RANDWICK DC NSW 2031""}, {""id"": 6532, ""description"": ""ST PAULS NSW 2031""}]",
2032,"[{""id"": 9753, ""description"": ""DACEYVILLE NSW 2032""}, {""id"": 14381, ""description"": ""KINGSFORD NSW 2032""}]",
2033,"[{""id"": 14008, ""description"": ""KENSINGTON NSW 2033""}]",
2034,"[{""id"": 10235, ""description"": ""COOGEE NSW 2034""}, {""id"": 6237, ""description"": ""SOUTH COOGEE NSW 2034""}]",
2035,"[{""id"": 2310, ""description"": ""MAROUBRA NSW 2035""}, {""id"": 2311, ""description"": ""MAROUBRA SOUTH NSW 2035""}, {""id"": 319, ""description"": ""PAGEWOOD NSW 2035""}]",
2036,"[{""id"": 8586, ""description"": ""CHIFLEY NSW 2036""}, {""id"": 15385, ""description"": ""EASTGARDENS NSW 2036""}, {""id"": 13392, ""description"": ""HILLSDALE NSW 2036""}, {""id"": 13701, ""description"": ""LA PEROUSE NSW 2036""}, {""id"": 2757, ""description"": ""LITTLE BAY NSW 2036""}, {""id"": 2886, ""description"": ""MALABAR NSW 2036""}, {""id"": 2121, ""description"": ""MATRAVILLE NSW 2036""}, {""id"": 1623, ""description"": ""PHILLIP BAY NSW 2036""}, {""id"": 1919, ""description"": ""PORT BOTANY NSW 2036""}]",
2037,"[{""id"": 16182, ""description"": ""FOREST LODGE NSW 2037""}, {""id"": 16348, ""description"": ""GLEBE NSW 2037""}]",
2038,"[{""id"": 11302, ""description"": ""ANNANDALE NSW 2038""}]",
2039,"[{""id"": 6760, ""description"": ""ROZELLE NSW 2039""}]",
2040,"[{""id"": 13930, ""description"": ""LEICHHARDT NSW 2040""}, {""id"": 13822, ""description"": ""LILYFIELD NSW 2040""}]",
2041,"[{""id"": 10386, ""description"": ""BALMAIN NSW 2041""}, {""id"": 10387, ""description"": ""BALMAIN EAST NSW 2041""}, {""id"": 12354, ""description"": ""BIRCHGROVE NSW 2041""}]",
2042,"[{""id"": 14495, ""description"": ""ENMORE NSW 2042""}, {""id"": 930, ""description"": ""NEWTOWN NSW 2042""}]",
2043,"[{""id"": 14605, ""description"": ""ERSKINEVILLE NSW 2043""}]",
2044,"[{""id"": 6533, ""description"": ""ST PETERS NSW 2044""}, {""id"": 8184, ""description"": ""SYDENHAM NSW 2044""}, {""id"": 7398, ""description"": ""TEMPE NSW 2044""}]",
2045,"[{""id"": 14490, ""description"": ""HABERFIELD NSW 2045""}]",
2046,"[{""id"": 11035, ""description"": ""ABBOTSFORD NSW 2046""}, {""id"": 9173, ""description"": ""CANADA BAY NSW 2046""}, {""id"": 8552, ""description"": ""CHISWICK NSW 2046""}, {""id"": 14874, ""description"": ""FIVE DOCK NSW 2046""}, {""id"": 6903, ""description"": ""RODD POINT NSW 2046""}, {""id"": 6827, ""description"": ""RUSSELL LEA NSW 2046""}, {""id"": 4187, ""description"": ""WAREEMBA NSW 2046""}]",
2047,"[{""id"": 15127, ""description"": ""DRUMMOYNE NSW 2047""}]",
2048,"[{""id"": 6592, ""description"": ""STANMORE NSW 2048""}, {""id"": 5839, ""description"": ""WESTGATE NSW 2048""}]",
2049,"[{""id"": 13720, ""description"": ""LEWISHAM NSW 2049""}, {""id"": 1671, ""description"": ""PETERSHAM NSW 2049""}]",
2050,"[{""id"": 9166, ""description"": ""CAMPERDOWN NSW 2050""}, {""id"": 3824, ""description"": ""MISSENDEN ROAD NSW 2050""}]",
2052,"[{""id"": 4752, ""description"": ""UNSW SYDNEY NSW 2052""}]",
2055,"[{""id"": 180, ""description"": ""NORTH SYDNEY NSW 2055""}]",
2057,"[{""id"": 8764, ""description"": ""CHATSWOOD NSW 2057""}]",
2058,[],
2059,"[{""id"": 181, ""description"": ""NORTH SYDNEY NSW 2059""}]",
2060,"[{""id"": 13231, ""description"": ""HMAS PLATYPUS NSW 2060""}, {""id"": 13233, ""description"": ""HMAS WATERHEN NSW 2060""}, {""id"": 13942, ""description"": ""LAVENDER BAY NSW 2060""}, {""id"": 2191, ""description"": ""MCMAHONS POINT NSW 2060""}, {""id"": 182, ""description"": ""NORTH SYDNEY NSW 2060""}, {""id"": 183, ""description"": ""NORTH SYDNEY SHOPPINGWORLD NSW 2060""}, {""id"": 4652, ""description"": ""WAVERTON NSW 2060""}]",
2061,"[{""id"": 14437, ""description"": ""KIRRIBILLI NSW 2061""}, {""id"": 3801, ""description"": ""MILSONS POINT NSW 2061""}]",
2062,"[{""id"": 9079, ""description"": ""CAMMERAY NSW 2062""}]",
2063,"[{""id"": 151, ""description"": ""NORTHBRIDGE NSW 2063""}]",
2064,"[{""id"": 11162, ""description"": ""ARTARMON NSW 2064""}]",
2065,"[{""id"": 9359, ""description"": ""CROWS NEST NSW 2065""}, {""id"": 9361, ""description"": ""CROWS NEST DC NSW 2065""}, {""id"": 15984, ""description"": ""GREENWICH NSW 2065""}, {""id"": 716, ""description"": ""NAREMBURN NSW 2065""}, {""id"": 6784, ""description"": ""ROYAL NORTH SHORE HOSPITAL NSW 2065""}, {""id"": 6487, ""description"": ""ST LEONARDS NSW 2065""}, {""id"": 5961, ""description"": ""WOLLSTONECRAFT NSW 2065""}]",
2066,"[{""id"": 13546, ""description"": ""LANE COVE NSW 2066""}, {""id"": 13583, ""description"": ""LANE COVE NORTH NSW 2066""}, {""id"": 13712, ""description"": ""LANE COVE WEST NSW 2066""}, {""id"": 13799, ""description"": ""LINLEY POINT NSW 2066""}, {""id"": 2802, ""description"": ""LONGUEVILLE NSW 2066""}, {""id"": 235, ""description"": ""NORTHWOOD NSW 2066""}, {""id"": 1321, ""description"": ""RIVERVIEW NSW 2066""}]",
2067,"[{""id"": 8763, ""description"": ""CHATSWOOD NSW 2067""}, {""id"": 8747, ""description"": ""CHATSWOOD WEST NSW 2067""}]",
2068,"[{""id"": 8393, ""description"": ""CASTLECRAG NSW 2068""}, {""id"": 2333, ""description"": ""MIDDLE COVE NSW 2068""}, {""id"": 138, ""description"": ""NORTH WILLOUGHBY NSW 2068""}, {""id"": 5769, ""description"": ""WILLOUGHBY NSW 2068""}, {""id"": 5772, ""description"": ""WILLOUGHBY EAST NSW 2068""}, {""id"": 5786, ""description"": ""WILLOUGHBY NORTH NSW 2068""}]",
2069,"[{""id"": 8383, ""description"": ""CASTLE COVE NSW 2069""}, {""id"": 6975, ""description"": ""ROSEVILLE NSW 2069""}, {""id"": 6976, ""description"": ""ROSEVILLE CHASE NSW 2069""}]",
2070,"[{""id"": 15276, ""description"": ""EAST LINDFIELD NSW 2070""}, {""id"": 13789, ""description"": ""LINDFIELD NSW 2070""}, {""id"": 13790, ""description"": ""LINDFIELD WEST NSW 2070""}]",
2071,"[{""id"": 15273, ""description"": ""EAST KILLARA NSW 2071""}, {""id"": 14044, ""description"": ""KILLARA NSW 2071""}]",
2072,"[{""id"": 15549, ""description"": ""GORDON NSW 2072""}]",
2073,"[{""id"": 1248, ""description"": ""PYMBLE NSW 2073""}, {""id"": 5865, ""description"": ""WEST PYMBLE NSW 2073""}]",
2074,"[{""id"": 176, ""description"": ""NORTH TURRAMURRA NSW 2074""}, {""id"": 6638, ""description"": ""SOUTH TURRAMURRA NSW 2074""}, {""id"": 4874, ""description"": ""TURRAMURRA NSW 2074""}, {""id"": 4257, ""description"": ""WARRAWEE NSW 2074""}]",
2075,"[{""id"": 6515, ""description"": ""ST IVES NSW 2075""}, {""id"": 6483, ""description"": ""ST IVES CHASE NSW 2075""}]",
2076,"[{""id"": 780, ""description"": ""NORMANHURST NSW 2076""}, {""id"": 144, ""description"": ""NORTH WAHROONGA NSW 2076""}, {""id"": 5020, ""description"": ""WAHROONGA NSW 2076""}]",
2077,"[{""id"": 11146, ""description"": ""ASQUITH NSW 2077""}, {""id"": 13317, ""description"": ""HORNSBY NSW 2077""}, {""id"": 13318, ""description"": ""HORNSBY HEIGHTS NSW 2077""}, {""id"": 5027, ""description"": ""WAITARA NSW 2077""}]",
2079,"[{""id"": 3969, ""description"": ""MOUNT COLAH NSW 2079""}]",
2080,"[{""id"": 3302, ""description"": ""MOUNT KURING-GAI NSW 2080""}]",
2081,"[{""id"": 12103, ""description"": ""BEROWRA NSW 2081""}, {""id"": 9496, ""description"": ""COWAN NSW 2081""}]",
2082,"[{""id"": 12104, ""description"": ""BEROWRA CREEK NSW 2082""}, {""id"": 12105, ""description"": ""BEROWRA HEIGHTS NSW 2082""}, {""id"": 12106, ""description"": ""BEROWRA WATERS NSW 2082""}]",
2083,"[{""id"": 10466, ""description"": ""BAR POINT NSW 2083""}, {""id"": 11700, ""description"": ""BROOKLYN NSW 2083""}, {""id"": 8738, ""description"": ""CHEERO POINT NSW 2083""}, {""id"": 9872, ""description"": ""COGRA BAY NSW 2083""}, {""id"": 9824, ""description"": ""DANGAR ISLAND NSW 2083""}, {""id"": 3799, ""description"": ""MILSONS PASSAGE NSW 2083""}, {""id"": 4022, ""description"": ""MOONEY MOONEY NSW 2083""}]",
2084,"[{""id"": 10181, ""description"": ""COTTAGE POINT NSW 2084""}, {""id"": 15094, ""description"": ""DUFFYS FOREST NSW 2084""}, {""id"": 7469, ""description"": ""TERREY HILLS NSW 2084""}]",
2085,"[{""id"": 12086, ""description"": ""BELROSE NSW 2085""}, {""id"": 12087, ""description"": ""BELROSE WEST NSW 2085""}, {""id"": 9631, ""description"": ""DAVIDSON NSW 2085""}]",
2086,"[{""id"": 16090, ""description"": ""FRENCHS FOREST NSW 2086""}, {""id"": 16104, ""description"": ""FRENCHS FOREST EAST NSW 2086""}]",
2087,"[{""id"": 16190, ""description"": ""FORESTVILLE NSW 2087""}, {""id"": 14049, ""description"": ""KILLARNEY HEIGHTS NSW 2087""}]",
2088,"[{""id"": 3897, ""description"": ""MOSMAN NSW 2088""}, {""id"": 6662, ""description"": ""SPIT JUNCTION NSW 2088""}]",
2089,"[{""id"": 13594, ""description"": ""KURRABA POINT NSW 2089""}, {""id"": 597, ""description"": ""NEUTRAL BAY NSW 2089""}, {""id"": 611, ""description"": ""NEUTRAL BAY JUNCTION NSW 2089""}]",
2090,"[{""id"": 9562, ""description"": ""CREMORNE NSW 2090""}, {""id"": 9566, ""description"": ""CREMORNE JUNCTION NSW 2090""}, {""id"": 9567, ""description"": ""CREMORNE POINT NSW 2090""}]",
2091,"[{""id"": 13230, ""description"": ""HMAS PENGUIN NSW 2091""}]",
2092,"[{""id"": 7042, ""description"": ""SEAFORTH NSW 2092""}]",
2093,"[{""id"": 10601, ""description"": ""BALGOWLAH NSW 2093""}, {""id"": 10602, ""description"": ""BALGOWLAH HEIGHTS NSW 2093""}, {""id"": 9970, ""description"": ""CLONTARF NSW 2093""}, {""id"": 2964, ""description"": ""MANLY VALE NSW 2093""}, {""id"": 797, ""description"": ""NORTH BALGOWLAH NSW 2093""}]",
2094,"[{""id"": 14992, ""description"": ""FAIRLIGHT NSW 2094""}]",
2095,"[{""id"": 2961, ""description"": ""MANLY NSW 2095""}, {""id"": 2963, ""description"": ""MANLY EAST NSW 2095""}]",
2096,"[{""id"": 9383, ""description"": ""CURL CURL NSW 2096""}, {""id"": 16092, ""description"": ""FRESHWATER NSW 2096""}, {""id"": 1087, ""description"": ""QUEENSCLIFF NSW 2096""}]",
2097,"[{""id"": 9839, ""description"": ""COLLAROY NSW 2097""}, {""id"": 9841, ""description"": ""COLLAROY BEACH NSW 2097""}, {""id"": 9842, ""description"": ""COLLAROY PLATEAU NSW 2097""}, {""id"": 5938, ""description"": ""WHEELER HEIGHTS NSW 2097""}]",
2099,"[{""id"": 9521, ""description"": ""CROMER NSW 2099""}, {""id"": 9604, ""description"": ""DEE WHY NSW 2099""}, {""id"": 645, ""description"": ""NARRAWEENA NSW 2099""}, {""id"": 888, ""description"": ""NORTH CURL CURL NSW 2099""}]",
2100,"[{""id"": 10919, ""description"": ""ALLAMBIE HEIGHTS NSW 2100""}, {""id"": 10736, ""description"": ""BEACON HILL NSW 2100""}, {""id"": 11645, ""description"": ""BROOKVALE NSW 2100""}, {""id"": 859, ""description"": ""NORTH MANLY NSW 2100""}, {""id"": 470, ""description"": ""OXFORD FALLS NSW 2100""}, {""id"": 4213, ""description"": ""WARRINGAH MALL NSW 2100""}]",
2101,"[{""id"": 14649, ""description"": ""ELANORA HEIGHTS NSW 2101""}, {""id"": 12629, ""description"": ""INGLESIDE NSW 2101""}, {""id"": 729, ""description"": ""NARRABEEN NSW 2101""}, {""id"": 866, ""description"": ""NORTH NARRABEEN NSW 2101""}]",
2102,"[{""id"": 4208, ""description"": ""WARRIEWOOD NSW 2102""}, {""id"": 4210, ""description"": ""WARRIEWOOD SHOPPING SQUARE NSW 2102""}]",
2103,"[{""id"": 3720, ""description"": ""MONA VALE NSW 2103""}]",
2104,"[{""id"": 10827, ""description"": ""BAYVIEW NSW 2104""}]",
2105,"[{""id"": 8638, ""description"": ""CHURCH POINT NSW 2105""}, {""id"": 14709, ""description"": ""ELVINA BAY NSW 2105""}, {""id"": 2641, ""description"": ""LOVETT BAY NSW 2105""}, {""id"": 2097, ""description"": ""MCCARRS CREEK NSW 2105""}, {""id"": 3927, ""description"": ""MORNING BAY NSW 2105""}, {""id"": 7205, ""description"": ""SCOTLAND ISLAND NSW 2105""}]",
2106,"[{""id"": 918, ""description"": ""NEWPORT NSW 2106""}, {""id"": 935, ""description"": ""NEWPORT BEACH NSW 2106""}]",
2107,"[{""id"": 11251, ""description"": ""AVALON BEACH NSW 2107""}, {""id"": 12011, ""description"": ""BILGOLA BEACH NSW 2107""}, {""id"": 12012, ""description"": ""BILGOLA PLATEAU NSW 2107""}, {""id"": 8632, ""description"": ""CLAREVILLE NSW 2107""}, {""id"": 5930, ""description"": ""WHALE BEACH NSW 2107""}]",
2108,"[{""id"": 10073, ""description"": ""COASTERS RETREAT NSW 2108""}, {""id"": 9404, ""description"": ""CURRAWONG BEACH NSW 2108""}, {""id"": 15917, ""description"": ""GREAT MACKEREL BEACH NSW 2108""}, {""id"": 276, ""description"": ""PALM BEACH NSW 2108""}]",
2109,"[{""id"": 3082, ""description"": ""MACQUARIE UNIVERSITY NSW 2109""}]",
2110,"[{""id"": 12564, ""description"": ""HUNTERS HILL NSW 2110""}, {""id"": 5424, ""description"": ""WOOLWICH NSW 2110""}]",
2111,"[{""id"": 16342, ""description"": ""GLADESVILLE NSW 2111""}, {""id"": 13030, ""description"": ""HENLEY NSW 2111""}, {""id"": 12561, ""description"": ""HUNTLEYS COVE NSW 2111""}, {""id"": 12562, ""description"": ""HUNTLEYS POINT NSW 2111""}, {""id"": 3729, ""description"": ""MONASH PARK NSW 2111""}, {""id"": 7481, ""description"": ""TENNYSON POINT NSW 2111""}]",
2112,"[{""id"": 9649, ""description"": ""DENISTONE EAST NSW 2112""}, {""id"": 1238, ""description"": ""PUTNEY NSW 2112""}, {""id"": 6841, ""description"": ""RYDE NSW 2112""}]",
